pr_id,issue_id,pr_title,issue_title,similarity,label
7087,6730,bump github/codeql-action from 4.30.8 to 4.31.3,certificate loading regression with httpadapters in 2.32.3,0.09883720930232558,0
7087,7047,bump github/codeql-action from 4.30.8 to 4.31.3,add response status code to httperror exception,0.09593023255813954,0
7087,6815,bump github/codeql-action from 4.30.8 to 4.31.3,handle permissionerror when importing adapter.py,0.09302325581395349,0
7087,6542,bump github/codeql-action from 4.30.8 to 4.31.3,cookies with are not sent for via unencrypted,0.09011627906976744,0
7087,2766,bump github/codeql-action from 4.30.8 to 4.31.3,document threading contract for session class,0.08139534883720931,0
7087,7048,bump github/codeql-action from 4.30.8 to 4.31.3,"cloudflare blocks my api bot, but not when i use",0.08139534883720931,0
7067,7047,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,add response status code to httperror exception,0.2185430463576159,1
7067,7045,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,about connection release when maintaining sessions,0.17218543046357615,1
7067,6794,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,requests changes the url on get,0.15894039735099338,1
7067,6833,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,lack of respect for questions and support requests,0.15625,0
7067,6730,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,certificate loading regression with httpadapters in 2.32.3,0.1456953642384106,0
7067,7048,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,"cloudflare blocks my api bot, but not when i use",0.12582781456953643,0
7067,6809,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,retry hangs indefinitely for 503 status code,0.12582781456953643,0
7067,7031,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.11977715877437325,0
7067,2766,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,document threading contract for session class,0.11920529801324503,0
7067,6775,feat: add urllib3 urlopen kwargs to httpadapter for custom url open arguments,with setuptools 72.0.0 requests can no longer be installed from git,0.11920529801324503,0
7089,6730,fix sphinx reference warnings by suppressing missing targets,certificate loading regression with httpadapters in 2.32.3,0.15625,1
7089,6809,fix sphinx reference warnings by suppressing missing targets,retry hangs indefinitely for 503 status code,0.1511627906976744,1
7089,6823,fix sphinx reference warnings by suppressing missing targets,chunked put using a generator function...,0.14772727272727273,1
7089,6542,fix sphinx reference warnings by suppressing missing targets,cookies with are not sent for via unencrypted,0.14634146341463414,0
7089,7018,fix sphinx reference warnings by suppressing missing targets,remove unused argument from urllib3 request context,0.14102564102564102,0
7089,6794,fix sphinx reference warnings by suppressing missing targets,requests changes the url on get,0.13402061855670103,0
7089,7048,fix sphinx reference warnings by suppressing missing targets,"cloudflare blocks my api bot, but not when i use",0.13095238095238096,0
7089,6815,fix sphinx reference warnings by suppressing missing targets,handle permissionerror when importing adapter.py,0.13043478260869565,0
7089,2766,fix sphinx reference warnings by suppressing missing targets,document threading contract for session class,0.12844036697247707,0
7089,7001,fix sphinx reference warnings by suppressing missing targets,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.1282051282051282,0
7081,7031,bump github/codeql-action from 4.30.8 to 4.31.2,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.1894150417827298,1
7081,6833,bump github/codeql-action from 4.30.8 to 4.31.2,lack of respect for questions and support requests,0.1339031339031339,1
7081,7045,bump github/codeql-action from 4.30.8 to 4.31.2,about connection release when maintaining sessions,0.11396011396011396,1
7081,6794,bump github/codeql-action from 4.30.8 to 4.31.2,requests changes the url on get,0.09971509971509972,0
7081,6815,bump github/codeql-action from 4.30.8 to 4.31.2,handle permissionerror when importing adapter.py,0.09401709401709402,0
7081,6730,bump github/codeql-action from 4.30.8 to 4.31.2,certificate loading regression with httpadapters in 2.32.3,0.09401709401709402,0
7081,6542,bump github/codeql-action from 4.30.8 to 4.31.2,cookies with are not sent for via unencrypted,0.09116809116809117,0
7081,2766,bump github/codeql-action from 4.30.8 to 4.31.2,document threading contract for session class,0.08547008547008547,0
7081,7047,bump github/codeql-action from 4.30.8 to 4.31.2,add response status code to httperror exception,0.08262108262108261,0
7081,6809,bump github/codeql-action from 4.30.8 to 4.31.2,retry hangs indefinitely for 503 status code,0.07977207977207977,0
7086,7033,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,requests with self signed certs broken,0.05102040816326531,0
7086,7047,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,add response status code to httperror exception,0.04285714285714286,0
7086,6804,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,xml gets shortened when submitting a post request,0.04081632653061224,0
7086,7045,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,about connection release when maintaining sessions,0.03731343283582089,0
7086,7079,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,feature request: add built-in logger hooks for all http requests and responses,0.030612244897959183,0
7086,7048,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,"cloudflare blocks my api bot, but not when i use",0.030612244897959183,0
7086,6809,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,retry hangs indefinitely for 503 status code,0.030612244897959183,0
7086,6835,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,why requests.session doesn't send stored cookie?,0.02040816326530612,0
7086,6823,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,chunked put using a generator function...,0.02040816326530612,0
7086,6815,cn.1769527629592791:cc544b1dc3ea1b17b0cce22af336ba66 6916de84e5646e35988ef632.69,handle permissionerror when importing adapter.py,0.02040816326530612,0
6824,7018,remove old macos runners,remove unused argument from urllib3 request context,0.14893617021276595,1
6824,7028,remove old macos runners,tor request,0.14285714285714285,1
6824,6699,remove old macos runners,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.13513513513513514,1
6824,7001,remove old macos runners,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.109375,0
6824,6807,remove old macos runners,what is the point of this line?,0.09523809523809523,0
6824,7039,remove old macos runners,type hint needed,0.09523809523809523,0
6824,6751,remove old macos runners,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.08571428571428572,0
6824,7048,remove old macos runners,"cloudflare blocks my api bot, but not when i use",0.08333333333333333,0
6824,6804,remove old macos runners,xml gets shortened when submitting a post request,0.07936507936507936,0
6824,7024,remove old macos runners,about request.session,0.07547169811320754,0
6822,7079,add http status group properties for response objects,feature request: add built-in logger hooks for all http requests and responses,0.16176470588235295,1
6822,7001,add http status group properties for response objects,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.125,1
6822,6751,add http status group properties for response objects,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.12,1
6822,7018,add http status group properties for response objects,remove unused argument from urllib3 request context,0.12,0
6822,7048,add http status group properties for response objects,"cloudflare blocks my api bot, but not when i use",0.11904761904761904,0
6822,6954,add http status group properties for response objects,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.1111111111111111,0
6822,6809,add http status group properties for response objects,retry hangs indefinitely for 503 status code,0.10465116279069768,0
6822,6730,add http status group properties for response objects,certificate loading regression with httpadapters in 2.32.3,0.10416666666666667,0
6822,7047,add http status group properties for response objects,add response status code to httperror exception,0.1,0
6822,7029,add http status group properties for response objects,"one request fails, but others don't; it also succeeds in terminal",0.09821428571428571,0
6821,7033,alert autofix 1,requests with self signed certs broken,0.010309278350515464,0
6821,6835,alert autofix 1,why requests.session doesn't send stored cookie?,0.0,0
6821,6833,alert autofix 1,lack of respect for questions and support requests,0.0,0
6821,6823,alert autofix 1,chunked put using a generator function...,0.0,0
6821,2766,alert autofix 1,document threading contract for session class,0.0,0
6821,7079,alert autofix 1,feature request: add built-in logger hooks for all http requests and responses,0.0,0
6821,6804,alert autofix 1,xml gets shortened when submitting a post request,0.0,0
6821,6815,alert autofix 1,handle permissionerror when importing adapter.py,0.0,0
6821,7055,alert autofix 1,"could not find a suitable tls ca certificate bundle, invalid path: /agents/pytho",0.0,0
6821,7048,alert autofix 1,"cloudflare blocks my api bot, but not when i use",0.0,0
7082,7047,refactor and modernize requests.cookies utility methods,add response status code to httperror exception,0.15813953488372093,1
7082,6794,refactor and modernize requests.cookies utility methods,requests changes the url on get,0.13023255813953488,1
7082,6833,refactor and modernize requests.cookies utility methods,lack of respect for questions and support requests,0.11627906976744186,1
7082,7031,refactor and modernize requests.cookies utility methods,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.10863509749303621,0
7082,7048,refactor and modernize requests.cookies utility methods,"cloudflare blocks my api bot, but not when i use",0.09767441860465116,0
7082,6730,refactor and modernize requests.cookies utility methods,certificate loading regression with httpadapters in 2.32.3,0.09767441860465116,0
7082,2766,refactor and modernize requests.cookies utility methods,document threading contract for session class,0.09302325581395349,0
7082,7045,refactor and modernize requests.cookies utility methods,about connection release when maintaining sessions,0.08837209302325581,0
7082,7029,refactor and modernize requests.cookies utility methods,"one request fails, but others don't; it also succeeds in terminal",0.08837209302325581,0
7082,6542,refactor and modernize requests.cookies utility methods,cookies with are not sent for via unencrypted,0.08372093023255814,0
6721,6699,v2.32.3,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.16216216216216217,1
6721,7028,v2.32.3,tor request,0.12121212121212122,1
6721,6775,v2.32.3,with setuptools 72.0.0 requests can no longer be installed from git,0.11475409836065574,1
6721,6751,v2.32.3,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.11428571428571428,0
6721,7018,v2.32.3,remove unused argument from urllib3 request context,0.10638297872340426,0
6721,6730,v2.32.3,certificate loading regression with httpadapters in 2.32.3,0.10416666666666667,0
6721,6647,v2.32.3,wrong ca certificates used in requests.session.send,0.1,0
6721,6954,v2.32.3,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.09722222222222222,0
6721,6809,v2.32.3,retry hangs indefinitely for 503 status code,0.09302325581395349,0
6721,7039,v2.32.3,type hint needed,0.09090909090909091,0
6724,7018,don't create default sslcontext if ssl module isn't present,remove unused argument from urllib3 request context,0.2222222222222222,1
6724,6775,don't create default sslcontext if ssl module isn't present,with setuptools 72.0.0 requests can no longer be installed from git,0.18032786885245902,1
6724,7001,don't create default sslcontext if ssl module isn't present,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.171875,1
6724,6730,don't create default sslcontext if ssl module isn't present,certificate loading regression with httpadapters in 2.32.3,0.16666666666666666,0
6724,6809,don't create default sslcontext if ssl module isn't present,retry hangs indefinitely for 503 status code,0.16279069767441862,0
6724,6542,don't create default sslcontext if ssl module isn't present,cookies with are not sent for via unencrypted,0.15853658536585366,0
6724,6800,don't create default sslcontext if ssl module isn't present,attributeerror: 'request' object has no attribute 'authorize',0.14814814814814814,0
6724,6699,don't create default sslcontext if ssl module isn't present,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.14814814814814814,0
6724,6794,don't create default sslcontext if ssl module isn't present,requests changes the url on get,0.14432989690721648,0
6724,6804,don't create default sslcontext if ssl module isn't present,xml gets shortened when submitting a post request,0.14285714285714285,0
7066,6794,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,requests changes the url on get,0.11570247933884298,1
7066,7047,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,add response status code to httperror exception,0.11428571428571428,1
7066,6833,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,lack of respect for questions and support requests,0.1,0
7066,7079,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,feature request: add built-in logger hooks for all http requests and responses,0.09090909090909091,0
7066,7045,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,about connection release when maintaining sessions,0.08955223880597014,0
7066,7031,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.08635097493036212,0
7066,6954,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.08264462809917356,0
7066,2766,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,document threading contract for session class,0.0743801652892562,0
7066,6730,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,certificate loading regression with httpadapters in 2.32.3,0.0743801652892562,0
7066,7029,feat: add ipv4 and ipv6 address validation utilities with comprehensive test cov,"one request fails, but others don't; it also succeeds in terminal",0.0743801652892562,0
7072,7031,bump github/codeql-action from 4.30.8 to 4.31.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.19220055710306408,1
7072,6833,bump github/codeql-action from 4.30.8 to 4.31.0,lack of respect for questions and support requests,0.13428571428571429,1
7072,7045,bump github/codeql-action from 4.30.8 to 4.31.0,about connection release when maintaining sessions,0.11428571428571428,1
7072,6794,bump github/codeql-action from 4.30.8 to 4.31.0,requests changes the url on get,0.09428571428571429,0
7072,6815,bump github/codeql-action from 4.30.8 to 4.31.0,handle permissionerror when importing adapter.py,0.09142857142857143,0
7072,6730,bump github/codeql-action from 4.30.8 to 4.31.0,certificate loading regression with httpadapters in 2.32.3,0.09142857142857143,0
7072,6542,bump github/codeql-action from 4.30.8 to 4.31.0,cookies with are not sent for via unencrypted,0.08857142857142856,0
7072,7047,bump github/codeql-action from 4.30.8 to 4.31.0,add response status code to httperror exception,0.08571428571428572,0
7072,2766,bump github/codeql-action from 4.30.8 to 4.31.0,document threading contract for session class,0.08285714285714285,0
7072,6823,bump github/codeql-action from 4.30.8 to 4.31.0,chunked put using a generator function...,0.07714285714285714,0
6820,6751,update vulnerability disclosure process,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.1891891891891892,1
6820,7018,update vulnerability disclosure process,remove unused argument from urllib3 request context,0.10638297872340426,1
6820,6800,update vulnerability disclosure process,attributeerror: 'request' object has no attribute 'authorize',0.10416666666666667,1
6820,6794,update vulnerability disclosure process,requests changes the url on get,0.10309278350515463,0
6820,6775,update vulnerability disclosure process,with setuptools 72.0.0 requests can no longer be installed from git,0.09836065573770492,0
6820,6542,update vulnerability disclosure process,cookies with are not sent for via unencrypted,0.0975609756097561,0
6820,7048,update vulnerability disclosure process,"cloudflare blocks my api bot, but not when i use",0.09523809523809523,0
6820,7024,update vulnerability disclosure process,about request.session,0.09433962264150944,0
6820,6730,update vulnerability disclosure process,certificate loading regression with httpadapters in 2.32.3,0.09375,0
6820,6809,update vulnerability disclosure process,retry hangs indefinitely for 503 status code,0.09302325581395349,0
6667,7031,avoid reloading root certificates to improve concurrent performance,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.20055710306406685,1
6667,6833,avoid reloading root certificates to improve concurrent performance,lack of respect for questions and support requests,0.1618705035971223,1
6667,7045,avoid reloading root certificates to improve concurrent performance,about connection release when maintaining sessions,0.1510791366906475,1
6667,2766,avoid reloading root certificates to improve concurrent performance,document threading contract for session class,0.1366906474820144,0
6667,7048,avoid reloading root certificates to improve concurrent performance,"cloudflare blocks my api bot, but not when i use",0.13309352517985612,0
6667,6794,avoid reloading root certificates to improve concurrent performance,requests changes the url on get,0.13309352517985612,0
6667,6730,avoid reloading root certificates to improve concurrent performance,certificate loading regression with httpadapters in 2.32.3,0.12589928057553956,0
6667,7047,avoid reloading root certificates to improve concurrent performance,add response status code to httperror exception,0.1079136690647482,0
6667,6815,avoid reloading root certificates to improve concurrent performance,handle permissionerror when importing adapter.py,0.10071942446043165,0
6667,6542,avoid reloading root certificates to improve concurrent performance,cookies with are not sent for via unencrypted,0.10071942446043165,0
6818,7031,bump github/codeql-action from 3.26.0 to 3.27.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.17166212534059946,1
6818,6833,bump github/codeql-action from 3.26.0 to 3.27.0,lack of respect for questions and support requests,0.12806539509536785,1
6818,6730,bump github/codeql-action from 3.26.0 to 3.27.0,certificate loading regression with httpadapters in 2.32.3,0.1008174386920981,1
6818,7045,bump github/codeql-action from 3.26.0 to 3.27.0,about connection release when maintaining sessions,0.09809264305177112,0
6818,6794,bump github/codeql-action from 3.26.0 to 3.27.0,requests changes the url on get,0.08991825613079019,0
6818,6542,bump github/codeql-action from 3.26.0 to 3.27.0,cookies with are not sent for via unencrypted,0.08719346049046321,0
6818,2766,bump github/codeql-action from 3.26.0 to 3.27.0,document threading contract for session class,0.07901907356948229,0
6818,7047,bump github/codeql-action from 3.26.0 to 3.27.0,add response status code to httperror exception,0.07901907356948229,0
6818,6815,bump github/codeql-action from 3.26.0 to 3.27.0,handle permissionerror when importing adapter.py,0.07629427792915532,0
6818,7048,bump github/codeql-action from 3.26.0 to 3.27.0,"cloudflare blocks my api bot, but not when i use",0.07629427792915532,0
6817,6833,bump actions/setup-python from 5.2.0 to 5.3.0,lack of respect for questions and support requests,0.15425531914893617,1
6817,7045,bump actions/setup-python from 5.2.0 to 5.3.0,about connection release when maintaining sessions,0.13829787234042554,1
6817,2766,bump actions/setup-python from 5.2.0 to 5.3.0,document threading contract for session class,0.12234042553191489,1
6817,6730,bump actions/setup-python from 5.2.0 to 5.3.0,certificate loading regression with httpadapters in 2.32.3,0.11702127659574468,0
6817,6794,bump actions/setup-python from 5.2.0 to 5.3.0,requests changes the url on get,0.11702127659574468,0
6817,7031,bump actions/setup-python from 5.2.0 to 5.3.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.10863509749303621,0
6817,6815,bump actions/setup-python from 5.2.0 to 5.3.0,handle permissionerror when importing adapter.py,0.10638297872340426,0
6817,7047,bump actions/setup-python from 5.2.0 to 5.3.0,add response status code to httperror exception,0.10638297872340426,0
6817,6809,bump actions/setup-python from 5.2.0 to 5.3.0,retry hangs indefinitely for 503 status code,0.10106382978723404,0
6817,6775,bump actions/setup-python from 5.2.0 to 5.3.0,with setuptools 72.0.0 requests can no longer be installed from git,0.10106382978723404,0
7054,7047,feat: add comprehensive type hints and improve code quality across codebase,add response status code to httperror exception,0.15609756097560976,1
7054,7045,feat: add comprehensive type hints and improve code quality across codebase,about connection release when maintaining sessions,0.13170731707317074,1
7054,7031,feat: add comprehensive type hints and improve code quality across codebase,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.12813370473537605,1
7054,6809,feat: add comprehensive type hints and improve code quality across codebase,retry hangs indefinitely for 503 status code,0.1073170731707317,0
7054,6833,feat: add comprehensive type hints and improve code quality across codebase,lack of respect for questions and support requests,0.1024390243902439,0
7054,6730,feat: add comprehensive type hints and improve code quality across codebase,certificate loading regression with httpadapters in 2.32.3,0.0975609756097561,0
7054,6794,feat: add comprehensive type hints and improve code quality across codebase,requests changes the url on get,0.0975609756097561,0
7054,7048,feat: add comprehensive type hints and improve code quality across codebase,"cloudflare blocks my api bot, but not when i use",0.09268292682926829,0
7054,6823,feat: add comprehensive type hints and improve code quality across codebase,chunked put using a generator function...,0.08780487804878048,0
7054,7079,feat: add comprehensive type hints and improve code quality across codebase,feature request: add built-in logger hooks for all http requests and responses,0.08292682926829269,0
7052,7048,add json parameter support to put and patch methods,"cloudflare blocks my api bot, but not when i use",0.1650485436893204,1
7052,7047,add json parameter support to put and patch methods,add response status code to httperror exception,0.15714285714285714,1
7052,7079,add json parameter support to put and patch methods,feature request: add built-in logger hooks for all http requests and responses,0.14563106796116504,1
7052,6730,add json parameter support to put and patch methods,certificate loading regression with httpadapters in 2.32.3,0.13592233009708737,0
7052,7045,add json parameter support to put and patch methods,about connection release when maintaining sessions,0.13432835820895522,0
7052,6809,add json parameter support to put and patch methods,retry hangs indefinitely for 503 status code,0.1262135922330097,0
7052,6823,add json parameter support to put and patch methods,chunked put using a generator function...,0.11650485436893204,0
7052,6815,add json parameter support to put and patch methods,handle permissionerror when importing adapter.py,0.11650485436893204,0
7052,6794,add json parameter support to put and patch methods,requests changes the url on get,0.11650485436893204,0
7052,6751,add json parameter support to put and patch methods,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.11650485436893204,0
7049,7047,add json parameter support to put and patch methods,add response status code to httperror exception,0.16551724137931034,1
7049,7045,add json parameter support to put and patch methods,about connection release when maintaining sessions,0.16551724137931034,1
7049,6833,add json parameter support to put and patch methods,lack of respect for questions and support requests,0.13125,1
7049,7031,add json parameter support to put and patch methods,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.12534818941504178,0
7049,7048,add json parameter support to put and patch methods,"cloudflare blocks my api bot, but not when i use",0.12413793103448276,0
7049,7079,add json parameter support to put and patch methods,feature request: add built-in logger hooks for all http requests and responses,0.11724137931034483,0
7049,6794,add json parameter support to put and patch methods,requests changes the url on get,0.11724137931034483,0
7049,6730,add json parameter support to put and patch methods,certificate loading regression with httpadapters in 2.32.3,0.10344827586206896,0
7049,7029,add json parameter support to put and patch methods,"one request fails, but others don't; it also succeeds in terminal",0.10344827586206896,0
7049,6823,add json parameter support to put and patch methods,chunked put using a generator function...,0.09655172413793103,0
6811,7028,merge pull request 1 from psf/main,tor request,0.05,0
6811,7018,merge pull request 1 from psf/main,remove unused argument from urllib3 request context,0.0425531914893617,0
